,origins,manufacturing_places,purchase_places
444764,,"Tulette,Provence,France","Toulouse,France"
444786,,Morbihan,Villars
444799,France,"PGH Holding - 5 Rue des Noues - ZA des Portes de Champagne - 51310 Esternay,Marne,Champagne-Ardenne,France","Boulogne sur Mer,Saint-Priest,France"
444803,,"Laiterie du Val d'Ancenis (Filiale Laïta) - Zone Industrielle L'Hermitage - 44150 Ancenis,Loire-Atlantique,Pays de la Loire,France",France
444805,France,France,"Olivet,France"
444807,France,"Lyon,France",France
444810,France,France,"Cergy,France"
444823,,France,"Saint-Priest,Rhône,France"
444826,,Italie,"MONT_SAINT_MARTIN,FRANCE"
444833,,france,France
444835,France,France,"France,Trignac"
444837,,"Lactalis Nestlé Ultra-Frais Laval - LNUF Laval (Filiale Groupe Lactalis) - Boulevard Arago - ZI des Touches - 53810 Changé,Mayenne,Pays de la Loire,France",France
444859,,France,"Noyelles-Godault,France"
444860,Union Europénne,France,France
444863,,France,"Saint-Priest,France"
444865,France,France,"Noyelles-Godault,France"
444866,,Italie,"France,Trignac"
444868,Union Européenne,Italie,"France,Trignac"
444870,,France,France
444873,,"Les Entrées de la Mer (SA),Wimille,Pas-de-Calais,Nord-Pas-de-Calais,France","Amiens,France"
444878,,Belgique,"France,Cesson-Sévigné"
444882,Union Européenne,"Marseille,France",France
444907,,France,"Harnes,France"
444908,France,France,"Noyelles-Godault,France"
444910,Espagne,Espagne,France
444915,,Pays-Bas,France
444926,,"Laiterie de Varennes (Filiale Laiterie de Saint-Denis-de-l'Hôtel - LSDH) - 6 Rue de la Bordé - 36210 Val-Fouzon,Indre,Laiterie de Saint-Denis-de-l'Hôtel (LSDH) - 10 Route de l'Aérodrome - Les Grandes Beaugines - 45550 Saint-Denis-de-l'Hôtel,Loiret,Centre-Val de Loire,France",France
444936,Norvège,Pologne,"France,Harnes"
444943,Espagne,Espagne,France
444944,"Union Européenne,Hors Union Européenne",France,France
444959,,"Cooperl Arc Atlantique - 7 Rue de la Jeannaie Maroué - Zone Industrielle - 22400 Lamballe,Côtes-d'Armor,Bretagne,France","Brétigny-sur-Orge,France"
444960,,"Cooperl Arc Atlantique - 7 Rue de la Jeannaie Maroué - Zone Industrielle - 22400 Lamballe,Côtes-d'Armor,Bretagne,France","Cesson,France"
444961,Agriculture UE/non UE,"Laiterie de Saint-Denis-de-l'Hôtel (LSDH) - 10 Route de l'Aérodrome - Les Grandes Beaugines - 45550 Saint-Denis-de-l'Hôtel,Loiret,Centre-Val de Loire,France",France
444965,,France,"Meaux,France"
444978,,"Conserverie Chancerelle - ZI de Lannugat - 29100 Douarnenez,Finistère,Bretagne,France",France
445004,France,"Société Fromagère de Charchigné (Filiale Groupe Lactalis) - Route de Lassay - 53250 Charchigné,Mayenne,Société Fromagère de Bouvron (Filiale Groupe Lactalis) - Route de Fay-de-Bretagne - 44130 Bouvron,Loire-Atlantique,Pays de la Loire,France","Saint-Priest,France"
445007,France,"Taninges,Haute Savoie","France,Brétigny-sur-Orge"
445008,France,"Salaisons du Lignon,Saint-Maurice-de-Lignon,Auvergne,France",France
445033,France,France,"Noyelles-Godault,France"
445050,,France,"Noyelles-Godault,France"
445058,"Soja,France,Agriculture UE/non UE","Laiterie de Saint-Denis-de-l'Hôtel (LSDH) - 10 Route de l'Aérodrome - Les Grandes Beaugines - 45550 Saint-Denis-de-l'Hôtel,Loiret,Centre-Val de Loire,France","Avrillé,France"
445059,,"Société Fromagère de Charchigné (Filiale Groupe Lactalis) - Route de Lassay - 53250 Charchigné,Mayenne,Société Fromagère de Bouvron (Filiale Groupe Lactalis) - Route de Fay-de-Bretagne - 44130 Bouvron,Loire-Atlantique,Pays de la Loire,France","Caluire,France"
445060,,"Société Fromagère de Charchigné (Filiale Groupe Lactalis) - Route de Lassay - 53250 Charchigné,Mayenne,Société Fromagère de Bouvron (Filiale Groupe Lactalis) - Route de Fay-de-Bretagne - 44130 Bouvron,Loire-Atlantique,Pays de la Loire,France",France
445062,France,"Société Fromagère de Charchigné (Filiale Groupe Lactalis) - Route de Lassay - 53250 Charchigné,Mayenne,Société Fromagère de Bouvron (Filiale Groupe Lactalis) - Route de Fay-de-Bretagne - 44130 Bouvron,Loire-Atlantique,Pays de la Loire,France","France,Olivet"
445063,France,France,"Olivet,France"
445069,Norvège,France,"France,Trignac"
445073,,France,France
445076,,"Escal-Escargots d'Alsace - 6 Rue de la Minoterie,67000 Strasbourg,Bas-Rhin,Alsace,France",France
445097,Union Européenne,"France,Bretagne","France,Trignac"
445099,Union Européenne,"France,Bretagne","France,Trignac"
445102,,France,France
445109,,France,France
445128,France,France,"Harnes,France"
445135,France,France,"France,Trignac"
445136,France,France,France
445148,,"France,Saint-Évarzec","France,Trignac"
445150,,"Pont-Aven,Finistère,Bretagne,France","Tarare,France"
445151,France,"Bretagne,France,Pont-Aven",France
445153,,"Lonlay-l'Abbaye,France","Bar-le-Duc,France"
445168,,"Bonduelle Traiteur International - BTI (Filiale Bonduelle) - 67 Route de Concarneau - 29140 Rosporden,Finistère,Bretagne,France",France
445182,"Norvège,Ecosse",France,France
445183,,Irlande,France
445193,,Royaume-Uni,"France,Trignac"
445194,"Lait,France","Laiterie Nouvelle de l'Arguenon - LNA [Filiale Laïta (Groupe Even)] - ZA Bellevue - 22130 Créhen,Côtes-d'Armor,Bretagne,France","Saint-Priest,France"
445226,Union Européenne,France,"Noyelles-Godault,France"
445236,,"SAS Frial - 6 Route de Caen - 14400 Saint-Martin-des-Entrées,Calvados,Basse-Normandie,France","Noyelles-Godault,France"
445237,"Viande Bovine,France","Celtigel (Filiale Groupe Le Graët) - ZA des 4 Voies - 22170 Plélo,Côtes-d'Armor,Bretagne,France","Noyelles-Godault,France"
445240,,France,"France,Trignac"
445244,Union Européenne,"Bretagne,France",France
445246,France,France,"France,Harnes"
445256,,"Calvados,France","Toulouse,France"
445267,Union européenne,france,France
445269,France,France,France
445271,,"Lactalis Nestlé Ultra-Frais Bayeux - LNUF Bayeux (Filiale Groupe Lactalis) - Rue Jean Mermoz - ZAC des Longchamps - 14400 Saint-Martin-des-Entrées,Calvados,Basse-Normandie,France","Noyelles-Godault,France"
445277,,"Franche-Comté,France","Harnes,France"
445281,,France,France
445283,,"Saint-Loup-Lamairé,Deux-Sèvres,Poitou-Charentes,France","Cesson,France"
445284,,Danemark,"Kremlin-Bicêtre,France"
445289,France,France,"Noyelles-Godault,France"
445294,France,France,"France,Trignac"
445296,,"Senagral (Filiale Senoble) - Avenue des Saulniers - Zone Industrielle - 57170 Château-Salins,Moselle,Lorraine,France","Annecy,France"
445302,France,"Chambéry,Savoie,France","Toulouse,France"
445303,France,"Aveyron,France","Harnes,France"
445308,"France,Union Européenne","France,Alsace","Mousseaux-les-Bray,France"
445309,"Blé dur,France","Valfleuri Pâtes Alimentaires (VPA) - 5 Rue de la Charente - Zone Industrielle - 68270 Wittenheim,Haut-Rhin,Alsace,France",France
445310,,Alsace,"Olivet,France"
445315,"France,Union Européenne",France,"Bordeaux,France"
445322,"Union Européenne,Hors Union Européenne",France,"France,Trignac"
445324,"France,Union Européenne","Côtes d'Armor,France,Bretagne",France
445357,,Kenya,France
445376,France,France,"France,Trignac"
445423,"Océan Atlantique,Océan Atlantique Centre-Est",Maroc,France
445465,,"Valenciennes,France","Toulouse,France"
445477,France,France,"France,Trignac"
445483,,France,France
445486,,France,"Noyelles-Godault,France"
445496,,France,"Harnes,France"
445513,,France,"Harnes,France"
445519,"Porc de France,France","GILBERT BARADAT ZONE ARTISANALE ERROBI 64250 ITXASSOU France,France","Trignac,France"
445534,,"Romans,France","Toulouse,France"
445541,"Lait,France","Laiterie Nouvelle de l'Arguenon - LNA [Filiale Laïta (Groupe Even)] - ZA Bellevue - 22130 Créhen,Côtes-d'Armor,Bretagne,France","Saint-Priest,France"
445542,"Lait,France","Laiterie Nouvelle de l'Arguenon - LNA [Filiale Laïta (Groupe Even)] - ZA Bellevue - 22130 Créhen,Côtes-d'Armor,Bretagne,France","Saint-Priest,France"
445543,"Lait,France","Laiterie Nouvelle de l'Arguenon - LNA [Filiale Laïta (Groupe Even)] - ZA Bellevue - 22130 Créhen,Côtes-d'Armor,Bretagne,France","Saint-Priest,France"
445545,,"Mix'Buffet - ZA du Val Coric - 56380 Guer,Morbihan,Bretagne,France",France
445547,,"Paris,France","Bordeaux,France"
445549,"Lait,France","Senagral (Filiale Senoble) - 30 Rue des Jacquins - 89150 Jouy,Yonne,Bourgogne,France","Saint-Priest,France"
445555,,"Louis Martin Production - Quartier La Peyrouse - Chemin de la Buire - 84170 Monteux,Vaucluse,Provence-Alpes-Côte d'Azur,France","Brétigny-sur-Orge,France"
445577,,France,"France,Trignac"
445581,France,France,"France,Trignac"
445586,,"Pyrénées-Atlantique,Aquitaine,France","Noyelles-Godault,France"
445588,,France,France
445592,,"Sveltic (Filiale du Groupement Les Mousquetaires) - ZI Bout de Lande - 35890 Laillé,Ille-et-Vilaine,Bretagne,France","Lyon,France"
445593,France,France,France
445610,France,"France,Mayenne","France,Trignac"
445619,,France,"France,Trignac"
445621,France,France,"France,Trignac"
445622,,France,"France,Trignac"
445623,,"Senagral (Filiale Senoble) - 281 Route de Sully - 45260 Lorris,Loiret,Centre-Val de Loire,France",France
445624,,"Senagral (Filiale Senoble) - 281 Route de Sully - 45260 Lorris,Loiret,Centre-Val de Loire,France",France
445625,,"Novandie [Filiale Andros et Compagnie (Groupe Andros)] - 19 Rue de la République - 76150 Maromme,Seine-Maritime,Haute-Normandie,France","Noyelles-Godault,France"
445630,France,France,"Toulouse,France"
445650,,"Gendreau - 84 Route des Sables - 85800 Saint-Gilles-Croix-de-Vie,Vendée,Pays de la Loire,France",France
445652,,Vendée,France
445654,,"Gendreau - 84 Route des Sables - 85800 Saint-Gilles-Croix-de-Vie,Vendée,Pays de la Loire,France","Tarare,France"
445679,"Lait,France","Yéo International [Filiale 3A Coop (Sodiaal)] - 183 Avenue des États-Unis - 31200 Toulouse,Haute-Garonne,France","Bordeaux,France"
445682,"Lait,France","Yéo International [Filiale 3A Coop (Sodiaal)] - 183 Avenue des États-Unis - 31200 Toulouse,Haute-Garonne,France","Saint-Priest,France"
445690,Italie,Italie,France
445701,,"Yéo International [Filiale 3A Coop (Sodiaal)] - 183 Avenue des États-Unis - 31200 Toulouse,Haute-Garonne,France","Caluire,France"
445711,France,France,"France,Trignac"
445712,France,France,"Trignac,Aurillac"
445713,France,France,"Montrouge,France"
445720,,France,"France,Trignac"
445733,,France,France
445761,,"Oosterhout,Pays-Bas","Bar-le-Duc,France"
445771,Bretagne,"Plouvien,Bretagne,France","Toulouse,France"
445772,,"PLOUVIEN,France","France,Trignac"
445775,,"Alsace,France,Stoeffler,Stoeffler - BP 35 - 67211 Obernai cedex,Obernai,Stoeffler Obernai","Montrouge,France"
445812,France,"Ingredia (Filiale Groupe La Prospérité Fermière) - Route d'Ostreville - Zone Industrielle - 62130 Saint-Pol-sur-Ternoise,Pas-de-Calais,Candia (Filiale Sodiaal International) - 1040 Route Nationale - 59400 Awoingt,Nord,Nord-Pas-de-Calais,Candia (Filiale Sodiaal International) - Rue Saint-Martin - La Fondinais - 44750 Campbon,Loire-Atlantique,Pays de la Loire,France",France
445814,France,"Candia (Filiale Sodiaal International) - Chemin des Mines - ZI d'Estressin - 38200 Vienne,Isère,Rhône-Alpes,France","Aubiere,France"
445817,France,"Société Laitière des Volcans d'Auvergne (SLVA) - Theix - 63122 Saint-Genès-Champanelle,Puy-de-Dôme,Auvergne,France","Villers Bocage 80260,France"
445818,France,"Société Laitière des Volcans d'Auvergne (SLVA) - Theix - 63122 Saint-Genès-Champanelle,Puy-de-Dôme,Auvergne,France","Villers Bocage  80260,France"
445824,"Halluin,France",France,"Sin le Noble,France"
445842,France,France,France
445844,France,France,"France,Trignac"
445845,France,France,"Martigues,France"
445847,France,France,France
445875,France,France,France
445877,,France,"France,Trignac"
445890,,France,France
445892,,France,France
445894,Union Européenne,France,France
445898,,France,France
445899,,"Sveltic (Filiale du Groupement Les Mousquetaires) - ZI Bout de Lande - 35890 Laillé,Ille-et-Vilaine,Bretagne,France","Nancy,France"
445901,France,France,"Noyelles-Godault,France"
445911,Union Européenne,"Charcuteries Gourmandes (Filiale Groupe Cosnelle) - Belle Rive - ZI de la Rochette - 56120 Josselin,Morbihan,Bretagne,France",France
445920,France,"France,Alsace",France
445933,,"44,France",La Défense
445975,"France,Hors France,Union Européenne",France,France
445984,,"Thiers,France",Noyon
445987,,France,"France,Harnes"
445988,,France,"Trignac,France"
445992,,"Mazamet,Tarn,Midi-Pyrénées,France","Noyelles-GOdault,France"
445996,,France,France
446000,,France,"France,Trignac"
446008,,"Bretagne,France,Douarnenez","Toulouse,France"
446035,,France,France
446062,,France,France
446069,,France,"France,Trignac"
446071,,"Raynal et Roquelaure (R&R) - Avenue Raynal et Roquelaure - ZI Les Taillades - 12700 Capdenac-Gare,Aveyron,Midi-Pyrénées,France","Saint-Priest,France"
446074,,"Les Crudettes (Filiale Financière SDH) - Rue de Saint-Barthélémy - ZI Saint-Barthélémy - 45110 Châteauneuf-sur-Loire,Loiret,Centre-Val de Loire,France","Noyelles-Godault,France"
446107,,Italie,France
446141,,Espagne,France
446143,,Italie,France
446174,,"Chambéry,France","Toulouse,France"
446175,Sicile,Italie,Strasbourg
446181,,France,France
446182,"Provence,France",France,"France,Trignac"
446196,,France,"Saint-Priest,France"
446202,Union Européenne,France,"Lyon,France"
446207,"France,Agriculture France","Laiterie de Varennes (Filiale Laiterie de Saint-Denis-de-l'Hôtel - LSDH) - 6 Rue de la Bordé - 36210 Val-Fouzon,Indre,Laiterie de Saint-Denis-de-l'Hôtel (LSDH) - 10 Route de l'Aérodrome - Les Grandes Beaugines - 45550 Saint-Denis-de-l'Hôtel,Loiret,Centre-Val de Loire,France",France
446219,,LONS LE SAUNIER,France
446236,,romans,strasbourg
446237,,Italie,"France,Trignac"
446241,France,France,France
446243,France,France,"France,Trignac"
446245,,France,"Toulouse,France"
446260,,Pologne,"Noyelles-Godault,France"
446295,,France,"Trignac,France"
446306,,France,France
446309,France,France,"France,Trignac"
446310,France,France,France
446315,France,France,France
446316,France,France,France
446317,"Lait,France","Novandie (Filiale Groupe Andros) - 11 Rue du Centre - 62240 Vieil-Moutier,Pas-de-Calais,Nord-Pas-de-Calais,France","Villers Bocage 80260,France"
446320,France,France,"Laguiole,france"
446364,France,France,"France,Trignac"
446380,,France,France
446382,,France,"Toulouse,France"
446383,,"Villanova Monferrato,Italie",Noyon
446384,,"Villanova Monferrato,Italie","Noyon,France"
446412,,France,"France,Trignac"
446424,"Aquitaine,France","Bretagne Saumon - zone industrielle Kroas Lesneven - 29520 Châteauneuf du Faou,Bretagne Saumon,Bretagne,Finistère,Châteauneuf du Faou,29520 Châteauneuf du Faou","Montrouge,France"
446453,France,France,France
446461,Union Européenne,Espagne,"France,Trignac"
446466,,Espagne,France
446493,"France,Hors France",France,"France,Trignac"
446501,Norvège,France,France
446518,,France,France
446537,,"Rezoli - 750 Avenue du Château de Jouques - ZA Plaine de Jouques - 13420 Gémenos,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,France","Villers Bocage 80260,France"
446539,France,France,France
446564,,France,"France,Trignac"
446624,France,France,France
446629,,france,France
446634,France,France,"Harnes,France"
446635,Vietnam,Vietnam,France
446643,,Vietnam,"Châtillon,Trignac,France"
446644,,Franche-Comté,France
446654,"France,Union Européenne",France,"France,Trignac"
446671,France,France,"France,Trignac"
446693,,"France,Bretagne","Trignac,France"
446701,France,France,France
446703,France,France,"Noyelles-Godault,France"
446709,France,Belgique,"Issy Les Moulineaux,France"
446732,France,France,"Noyelles-Godault,France"
446741,,Allemagne,"France Cergy,France"
446748,,Espagne,"Trignac,France"
446776,"Gascogne,France",France,"France,Trignac"
446777,"France,Val de Saône",France,France
446780,,France,"France,Trignac"
446784,France,"Virazeil,France","Toulouse,France"
446785,France,"France,Maurecourt","Toulouse,France"
446786,,"France,78780 Maurecourt",France
446791,,"Saint Hermine,France","La Défense,France"
446797,,France,France
446798,France,France,France
446800,fr:Lait de France,France,"05000,Gap,France"
446801,,France,France
446819,,France,"Harnes,France"
446836,France,France,France
446859,,TRANSFORME EN FRANCE,"France,Trignac,42390 VILLARS"
446863,Union Européenne,France,"France,Trignac"
446872,France,Vendée,Dury
446874,"France,Sud-Ouest de la France,Sud-Ouest","Castelnaudary,France","Toulon,France"
446876,"Union Européenne,Hors Union Européenne",France,"France,Trignac"
446892,,France,"Poitiers,France"
446899,France,France,France
446908,France,France,"Harnes,France"
446909,France,France,"Harnes,France"
446910,France,France,"Harnes,France"
446911,France,France,"France,Harnes"
446940,,France,France
446941,,France,France
446944,,"Toulouse,France","Toulouse,France"
446970,France,France,"France,Trignac"
446975,Équateur,"DIPA,Perpignan,Occitanie,France",France
446976,São Tomé,"DIPA,Perpignan,Occitanie,France","Neuilly Plaisance,Trignac,France"
446977,République Dominicaine,"DIPA,Perpignan,Occitanie,France",France
447021,France,France,France
447022,,Espagne,France
447023,,Espagne,France
447041,"Norvège,Irlande,Écosse","France,Bretagne","Trignac,France"
447048,France,"France,Bretagne","Trignac,France"
447083,France,France,"France,Trignac"
447087,France,France,"Sennecey-le-grand,France"
447104,France,"France,Bretagne,Lamballe","France,Trignac"
447109,Porc d'origine UE,Autriche,"Tours,France"
447111,,"Autriche,Áustria","Orléans,France"
447129,"France,Espagne",France,"France,Trignac"
447133,,France,"Harnes,France"
447141,,France,France
447142,,France,France
447143,France,France,"France,Trignac"
447144,France,France,France
447146,,France,France
447147,France,France,France
447148,Union Européenne,France,France
447166,France,"France,Bretagne","France,Trignac"
447194,"Vallée des Baux-de-Provence,Provence,France",Marseille,"Toulouse,France"
447196,,Belgique,France
447197,France,Reims,"Toulouse,France"
447198,,Espagne,France
447200,,Espagne,"France,Trignac"
447202,,Espagne,"France,Trignac"
447206,,France,"France,Trignac"
447210,,France,"France,Noyelles-Godault"
447219,Union Européenne,Luxembourg,"France,Trignac"
447230,"France,Provence",France,"France,Trignac"
447233,"Jura,France",France,France
447248,,Allemagne,"France,Trignac"
447252,"Amérique Latine,Europe",France,"France,Trignac"
447253,"Amérique Latine,Europe",France,"France,Trignac"
